Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
7958,2D62DbbF362bB42,Oliver-Camacho,https://www.mayo-ochoa.com/,Sri Lanka,Proactive stable knowledgebase,2014,Fishery,1696
7964,58EEE46EdeFb640,"Cooper, Mcpherson and Guerra",https://bates-alexander.net/,Azerbaijan,Down-sized asymmetric access,2017,International Affairs,3767
7969,a8C8bCb96C6a1cE,Sweeney-Orr,http://hinton.com/,Morocco,Business-focused motivating matrices,2005,Sports,7643
7977,B02f81AE4F3cC06,Faulkner PLC,http://lloyd-huang.net/,Rwanda,Cross-group reciprocal moderator,2020,Farming,6379
7981,CEB10aD67131D09,"Horton, Gonzales and Mcclure",http://www.stanton-cummings.com/,Cuba,Integrated incremental monitoring,2006,Alternative Dispute Resolution,9801
7982,E3eC2A3b1A313Eb,Horn-Lewis,https://carey.com/,Kuwait,Digitized holistic Internet solution,2018,Building Materials,4812
7990,a77a4912EBbc80E,"Hodges, Rodgers and Stewart",https://martinez-robles.com/,Sierra Leone,Quality-focused background service-desk,2005,Defense / Space,883
7991,5be4FDFBbbADbF5,"Middleton, Guerra and Murray",https://douglas.com/,Dominica,Optional uniform software,2016,Human Resources / HR,4084
7993,DAcdA7DD41A7d4C,Sanders-Houston,https://www.montgomery.com/,Saint Martin,Profound demand-driven model,2001,Architecture / Planning,9561
7994,C611b1Dbc1Bb9af,Frederick Ltd,https://hunt.biz/,Cook Islands,Fully-configurable motivating Internet solution,2010,Wholesale,2657
7996,cfdfaDcdCCa1D1f,Maldonado-Banks,http://singh.info/,Kuwait,Enhanced 24/7 migration,2019,Hospitality,580
7997,a1fFeBEB13aFBEC,"Gates, Moss and Galloway",http://www.le.info/,Bermuda,Expanded logistical conglomeration,2009,Alternative Dispute Resolution,9176
8000,43b9CFE0c055155,Beltran Group,http://www.michael.com/,Armenia,Open-source attitude-oriented knowledgebase,2012,Education Management,1011
8002,e3Bb0Ff3Aa9bb9a,Fitzgerald Inc,http://simmons.biz/,Benin,Programmable disintermediate moderator,2001,Computer Software / Engineering,1427
8005,ea238759E1A3aE0,Berger-Keith,http://www.johns.net/,Guinea,Horizontal value-added service-desk,2013,Paper / Forest Products,3725
8006,C797A5C6c214b37,Orozco-Collins,http://meadows.com/,Argentina,Expanded value-added strategy,2020,Non - Profit / Volunteering,9564
8009,6D85bb6Ac4eA925,Lin-Shannon,http://www.bowen.com/,Christmas Island,Managed multi-state interface,2005,Financial Services,7321
8011,47cdd1Fc3D3103b,"Michael, Duran and Banks",https://www.robles.com/,Nepal,Switchable 6thgeneration approach,2012,Alternative Medicine,4782
8015,Bca7e64B156D5Ca,Lewis-Stewart,https://www.campbell.org/,Egypt,Pre-emptive executive array,2013,Leisure / Travel,6075
8016,a8B2F196dCF1c16,"Manning, Franco and Aguirre",https://bell.com/,Australia,User-centric upward-trending customer loyalty,2007,Program Development,528
8019,acBDDc0dFeea8Dc,Schneider-Barron,http://grant-harris.info/,Germany,Streamlined holistic focus group,2006,Management Consulting,101
8020,eb8B00757Cd9327,Caldwell LLC,http://www.holden.biz/,China,Front-line empowering paradigm,2003,Investment Management / Hedge Fund / Private Equity,1669
8021,b3a8BEB289CBA5f,Bray-Livingston,http://www.powers.com/,Jordan,Grass-roots user-facing throughput,2014,Government Administration,4506
8023,7a578b06C0a5a48,Hart-Sosa,https://marquez.com/,Denmark,Future-proofed asymmetric website,2013,Biotechnology / Greentech,7794
8027,1f3cAB9200dAA03,Burton-Roberson,https://moss.com/,Sao Tome and Principe,Diverse incremental collaboration,2020,Furniture,3576
8030,a0B3bAdEbfF7e37,Hicks Ltd,http://www.mitchell.com/,French Guiana,Future-proofed secondary matrices,2005,Photography,4618
8032,3ca41fd0b6E4121,York-Neal,https://www.holden.com/,Vanuatu,Cross-group mission-critical architecture,2010,Transportation,5179
8035,DeDbEF46DDe2F64,"Greer, Herman and Ponce",http://www.henderson-bennett.com/,Uganda,Team-oriented mission-critical installation,2011,Non - Profit / Volunteering,306
8036,7Fe5Ad0fE63B3C4,"Stafford, Saunders and Webb",http://www.gomez-woodard.com/,Bermuda,Reverse-engineered value-added contingency,2002,Newspapers / Journalism,6132
8037,f32048E2b4BCC1d,Ochoa-Campos,http://www.wilson-arroyo.com/,Cuba,Persistent tertiary migration,2020,Non - Profit / Volunteering,5787
8038,8aAaac656F8EFE9,Fitzpatrick Inc,http://www.roberson.com/,Rwanda,Grass-roots global strategy,2002,Primary / Secondary Education,7226
8039,3bC7dD30Ff87De4,Donaldson-Kerr,https://rosario.com/,Ghana,Innovative directional ability,2002,Railroad Manufacture,8143
8047,Aaf7eC587E57aD6,Bass-Rich,https://orr.com/,Uganda,Fully-configurable optimizing strategy,2006,Library,5505
8049,6c5cCFCc63028C0,"Henderson, Esparza and Cisneros",http://www.baldwin.com/,Saint Lucia,Synchronized bandwidth-monitored time-frame,2006,Medical Practice,2045
8051,3Bc3d97AA8A5BbC,Saunders PLC,https://bradshaw.com/,Sao Tome and Principe,Ameliorated executive definition,2013,Maritime,7593
8054,D3c4633be1B9FF5,Yoder PLC,https://shaw.com/,Reunion,Compatible didactic toolset,2012,Higher Education / Acadamia,1896
8055,aCDDbeDEF9EdeFa,"Huff, Orozco and Ramsey",https://www.santana.com/,Somalia,Programmable logistical Graphical User Interface,2021,Ranching,2798
8059,FB5fca8D675ccfE,Nixon-Miller,https://www.vasquez.net/,Gibraltar,Reverse-engineered background service-desk,2021,Business Supplies / Equipment,9728
8061,ac9E70fF2F8Ac94,"Wise, Baird and Goodman",https://chapman.biz/,Netherlands,Multi-tiered coherent info-mediaries,2010,Investment Management / Hedge Fund / Private Equity,4049
8065,6bfC475F09cFCFC,Andrade Group,http://chan-figueroa.com/,Congo,Virtual systemic functionalities,2022,Banking / Mortgage,6988
8066,F57eC54E2f1De7b,Zuniga LLC,https://www.lopez-bailey.com/,Macedonia,Synchronized explicit contingency,2013,Newspapers / Journalism,3372
8068,6fcd492DEeE27fc,Summers-Greer,http://mitchell-richardson.com/,Brunei Darussalam,Up-sized incremental frame,2009,Package / Freight Delivery,7295
8070,e5DdC6e8D63DDfc,Townsend-Forbes,https://www.ibarra-strickland.com/,Bermuda,Assimilated system-worthy hierarchy,2006,Hospital / Health Care,6979
8072,8b0d5c5b757FEe5,"Schmitt, Sutton and Hughes",http://hobbs.org/,Indonesia,Business-focused static Internet solution,2004,Real Estate / Mortgage,3177
8074,Ae82eecffd2744C,Novak-Hale,https://www.russell-koch.biz/,Uruguay,Configurable upward-trending protocol,2020,Construction,2986
8076,6D08A0eE7Bdf2D5,"Christian, Dyer and Rosales",http://stevens.com/,Taiwan,Extended actuating migration,2016,Nanotechnology,6413
8079,dB30c3bbDf7E048,Lawson LLC,http://acosta.com/,Guinea,Enterprise-wide mobile core,2012,Packaging / Containers,955
8081,c24efC88Ee0D6Ab,Cook Inc,http://watkins.biz/,Heard Island and McDonald Islands,Seamless cohesive help-desk,2019,Investment Management / Hedge Fund / Private Equity,8945
8082,47c5Eb88A4608Ec,Whitney-Hamilton,http://barron.org/,Ethiopia,Pre-emptive eco-centric installation,2015,Facilities Services,298
8083,83CDDF8FcDf22A3,Sharp-Gonzales,https://forbes-osborn.com/,Cuba,Networked analyzing customer loyalty,2016,Hospitality,6930
8085,Fc1d59ba96Eda4C,Lane Ltd,https://villarreal.info/,Hong Kong,Intuitive client-driven groupware,2005,Airlines / Aviation,7321
8087,F28Da7cE7953649,Hunter-Barrett,http://www.mcdonald.org/,Portugal,Reduced bandwidth-monitored synergy,2014,Government Relations,8601
8090,07E9DE417Ba377D,Grimes and Sons,http://www.taylor-estes.com/,Guinea,Future-proofed motivating functionalities,2004,Mental Health Care,8367
8093,96Ab1dF6C2cb86F,"Lowe, Fry and Whitehead",https://casey-ingram.com/,Argentina,Balanced system-worthy protocol,2017,Translation / Localization,5969
8094,F5fc6c6F50141f4,"Knox, Zimmerman and Cooper",http://www.swanson-park.org/,Sudan,Diverse national paradigm,2013,Investment Management / Hedge Fund / Private Equity,5195
8095,6cfb31f4beFaa62,Mcmillan-Koch,https://www.baldwin.com/,Germany,Balanced 5thgeneration paradigm,2001,Pharmaceuticals,9649
8096,5dDDB9C4937d7ea,Kaufman and Sons,http://bartlett.com/,Montserrat,Cloned high-level model,2019,Shipbuilding,9831
8097,dE3eeD2Be84607b,Hurst-Rivers,http://riley.biz/,British Virgin Islands,Reactive incremental collaboration,2013,Airlines / Aviation,2743
8100,1e6d7637Ec8A6db,"Flores, Bailey and Zuniga",http://www.gillespie.com/,Saint Helena,Profit-focused uniform success,2007,Education Management,9497
8102,6FCDfb411D94cd3,"Massey, Gallagher and Cantrell",http://miller.com/,Montenegro,Future-proofed well-modulated hub,2009,Machinery,1099
8103,B1DaE5e8A1df2DA,Rojas-Lowe,http://www.hooper-chaney.org/,Saint Pierre and Miquelon,User-friendly multimedia array,2020,Commercial Real Estate,2353
8106,5eE09EAEfe8c313,"Stanley, Kidd and Parsons",https://www.cisneros-washington.com/,Aruba,Optional web-enabled process improvement,2018,Consumer Services,910
8113,d8dABbeFBCe5886,Ramos-Valencia,https://www.blake.net/,Cameroon,Balanced zero-defect hardware,2013,Law Practice / Law Firms,1120
8117,aC3bcdfc98279dE,"Brandt, Fields and Frazier",https://www.holden.info/,Norway,Stand-alone next generation encryption,2006,Military Industry,1517
8121,9cff5eFDD0FB4eA,Hanson-Weber,https://www.carr-hawkins.com/,Mauritius,Self-enabling uniform complexity,2016,Judiciary,6662
8122,831c3cCc6Be8FA5,Farley-Andrade,https://www.duncan-castro.net/,Cyprus,Customer-focused web-enabled website,2021,Pharmaceuticals,6357
8128,3a3aCdca3fbb422,Pittman-Haynes,http://whitaker-holden.com/,South Georgia and the South Sandwich Islands,Horizontal user-facing concept,2002,Warehousing,2704
8132,B9Af40f0EE67a7e,Shannon-Duncan,http://zamora.com/,Moldova,Re-contextualized modular protocol,2008,Government Administration,8760
8134,0c35bBa7d44Cfdd,Bryan Inc,http://www.rivas.biz/,Senegal,Object-based real-time database,2011,Defense / Space,1744
8135,cF333EADdDbD5ca,"Hubbard, Buckley and Rowe",http://www.chapman.com/,New Zealand,Self-enabling user-facing algorithm,2011,Business Supplies / Equipment,1045
8138,EFaf5971C5a8eAd,Estes-Fitzpatrick,https://faulkner.com/,Bulgaria,Re-engineered eco-centric projection,2018,Market Research,190
8139,29e1ABB766beEce,Frazier Group,https://kemp-brady.com/,Bahrain,Versatile background alliance,2018,Hospitality,8129
8141,61BdcD86ef57bcA,Wade Group,http://bright-giles.com/,New Caledonia,Sharable content-based groupware,2005,Animation,3189
8142,2cF235fDfAe6D63,"Liu, Higgins and Love",http://www.gross-sutton.biz/,Belize,Self-enabling coherent system engine,2014,Cosmetics,119
8144,C630bbBD0fc0e33,"Ruiz, Serrano and Mcgee",http://raymond-nixon.biz/,Samoa,Advanced exuding product,2005,Insurance,545
8146,BaE5fD45aF227b4,"Mata, Shaffer and Rowe",https://www.krueger.com/,Pakistan,Compatible dynamic paradigm,2018,Sports,2596
8148,EC85b461Cfbfa7C,Morris LLC,http://bond.com/,Samoa,Devolved regional core,2009,Events Services,4596
8152,A25F6f5FD36aF79,"Paul, Harris and Avila",http://hancock.org/,Pitcairn Islands,Persistent bandwidth-monitored focus group,2021,Security / Investigations,4179
8154,ca6FeEED0Aeaf6C,Madden-Dunn,https://le.com/,Rwanda,Innovative modular application,2013,Hospitality,8474
8156,D23bFDFbD8a4b71,"Benson, Ponce and Conner",http://aguilar.org/,Czech Republic,Upgradable intermediate challenge,2021,Entertainment / Movie Production,3185
8160,b497d6c5A9f3eeA,Joseph-Sullivan,https://www.andrews.com/,Yemen,Business-focused next generation time-frame,2021,Apparel / Fashion,9581
8164,96FD37cB7d4637F,Hines-Drake,http://www.soto.com/,Ireland,Centralized transitional productivity,2003,Insurance,2513
8165,c40AEdb378eC029,Stephens-Shannon,http://lucero.info/,Seychelles,Assimilated local software,2007,Banking / Mortgage,5972
8166,59dbAd8B470C9a6,Kelly-Gamble,http://weaver-melendez.com/,Kuwait,Self-enabling static instruction set,2010,Publishing Industry,5681
8171,895D2dB1fC526C8,"Burgess, Collins and Stafford",http://www.villa-fernandez.net/,Japan,Multi-channeled didactic moratorium,2009,Shipbuilding,1041
8173,9d3bbFf3cf364A9,Johns and Sons,https://price.com/,Guadeloupe,Reverse-engineered non-volatile website,2006,Public Safety,1699
8174,C3BA47255eefcE7,Williamson PLC,http://pennington-beltran.net/,British Virgin Islands,Multi-channeled methodical orchestration,2007,Computer Hardware,3191
8175,eC1875Ff2Bc8fd5,"Huynh, Mcknight and Kaiser",http://www.mcgrath.com/,Puerto Rico,Horizontal logistical solution,2009,Health / Fitness,4415
8176,EBe50aaA41eCBFc,"Rowe, Page and Nash",https://perez.com/,Korea,Configurable zero tolerance process improvement,2010,Other Industry,2632
8177,B54fb4AcEaFBbd2,"Bernard, Li and Dunlap",https://www.dominguez.com/,Svalbard & Jan Mayen Islands,Implemented dynamic service-desk,2020,Ranching,6435
8178,64eA0eAFFAD5bab,Frey-Spears,http://skinner-chavez.com/,Congo,Vision-oriented motivating middleware,2011,Investment Management / Hedge Fund / Private Equity,144
8183,e9fe2EA26b22d6d,"Winters, Mccormick and Foley",http://higgins.org/,Vanuatu,Face-to-face tertiary Graphical User Interface,2017,E - Learning,8684
8184,Ebb6b6683D7Bbc4,"Sullivan, Pacheco and Jones",https://page.com/,Sierra Leone,Streamlined incremental customer loyalty,2009,Wholesale,8128
8185,E689cd6E717FCeD,Patel Group,http://shaffer.com/,Indonesia,Progressive web-enabled focus group,2006,Business Supplies / Equipment,1855
8196,7d55797DEc8beef,Andrade-Murphy,http://elliott.org/,Namibia,Organic asynchronous utilization,2005,Computer / Network Security,3019
8197,9C96bfCDAb4306c,Haney Group,http://hunter-mckee.biz/,Tajikistan,Balanced responsive product,2019,Government Relations,8536
8200,3D7b587DAfd4Eb1,Porter-Levy,https://wilkerson.com/,Guatemala,Profit-focused didactic contingency,2014,Photography,4644
8202,bE5E62816C3e1BF,"Frazier, Sampson and Gibson",https://everett.com/,Nigeria,Business-focused high-level Local Area Network,2003,Legal Services,4864
8203,83aa6F4DeeCc718,"Bryant, Rich and Ray",http://mills.com/,El Salvador,Seamless dynamic moderator,2016,Human Resources / HR,7030
8204,6cfC6E5dc8e4Ccf,"Atkinson, Adams and Griffith",http://www.richard-finley.com/,Puerto Rico,Reduced fault-tolerant focus group,2006,Textiles,7204
8208,eA6dff2C89d8d3e,Castro-Dennis,https://pollard.net/,Romania,Advanced analyzing open system,2007,Staffing / Recruiting,1109
8209,6B43EbBe8e1E582,Vaughn-Branch,http://www.estrada.com/,Chad,User-centric national functionalities,2019,Machinery,4152
8211,46e614B1A11BdAB,"Keller, Kemp and Collier",http://mack-hill.com/,Andorra,Configurable clear-thinking definition,2010,Media Production,849
8212,eCB09a35caDa8d2,Mclaughlin-Sweeney,http://www.carrillo.com/,Tokelau,Inverse impactful instruction set,2014,Insurance,5023
8213,E894336033Adc26,Mclaughlin-Bonilla,http://melendez.org/,Antigua and Barbuda,Streamlined mission-critical product,2021,Government Administration,5336
8216,eEaCAc87ec1aEAA,Ellis Group,https://oneill.com/,Tonga,Extended disintermediate database,2008,Nanotechnology,3966
8218,0abec087Bd5fEBC,"Berg, Floyd and Haley",https://www.frey-grant.org/,Mexico,Assimilated client-server workforce,2012,Electrical / Electronic Manufacturing,2672
8222,6D6b0E2d3E76c35,"Cervantes, Barnett and Kline",https://castillo-mathews.org/,New Caledonia,Advanced content-based neural-net,2012,Staffing / Recruiting,6837
8223,eE62Fffc79fD2f9,Shelton-Spencer,https://www.key.com/,French Polynesia,Exclusive needs-based customer loyalty,2019,Import / Export,7157
8225,3Fa7AFCbeFA8D8b,Greene Inc,https://www.leon.com/,Wallis and Futuna,Function-based 3rdgeneration migration,2015,Fishery,2521
8226,BbDFF7e9Fb010Fc,Norris PLC,https://www.spence.com/,Netherlands,Vision-oriented background function,2011,Broadcast Media,7789
8227,9f7cAa452EcE2bA,Soto and Sons,https://www.price.com/,British Virgin Islands,Intuitive secondary pricing structure,2020,Civic / Social Organization,6548
8228,30a5C469d83e7A2,Peterson LLC,http://www.hull.com/,Reunion,Diverse directional algorithm,2019,Translation / Localization,2372
8231,4a4257897de9CD1,Hayes-Doyle,http://www.krueger-goodman.com/,South Africa,Digitized actuating collaboration,2007,Performing Arts,5598
8232,4AcDAaC8118623a,Henderson-Nash,https://leach.com/,Burkina Faso,Open-source methodical model,2015,Government Administration,4451
8234,Dfd9F6CD19Da42B,"Farrell, Boone and Hoffman",http://zimmerman.org/,Niger,Focused user-facing approach,2019,Media Production,9367
8236,5e16b2eCbCDEe10,"Dudley, Bruce and Barnes",https://bennett-mcclain.com/,Micronesia,Face-to-face zero-defect alliance,2014,Broadcast Media,216
8239,5DADce9CFC7eDB5,Mcneil-Gonzalez,http://www.garza.com/,Estonia,Customizable empowering leverage,2005,Pharmaceuticals,1951
8240,5dEDdB6c6ACd90F,Raymond-Gould,http://www.owens-flowers.biz/,Senegal,Object-based homogeneous extranet,2008,Defense / Space,2982
8243,9577C156BdE9c98,"Poole, Malone and Everett",https://shannon.biz/,Brunei Darussalam,Compatible optimizing encoding,2021,E - Learning,5957
8247,fA977089A6edC01,Salazar PLC,http://rosario-house.com/,Mali,Customer-focused clear-thinking parallelism,2007,Photography,777
8248,E205Fc9eB6D310F,Crawford and Sons,https://www.baird.com/,Dominica,Inverse didactic flexibility,2006,Defense / Space,6624
8253,A86b9CBA3eee3Cf,"Brandt, Mcguire and Arellano",http://stone-martinez.info/,India,Triple-buffered optimizing installation,2004,Insurance,6117
8255,BfB2EEd94AC4AeA,Parsons-Dominguez,https://bradford-cooley.org/,Malawi,Operative tertiary protocol,2016,Staffing / Recruiting,2477
8257,432eaB1C04884E6,Beard-Fritz,http://www.sutton.com/,Guinea,Profit-focused disintermediate Graphical User Interface,2009,Building Materials,8755
8258,6F8fb974f9C60Ea,"Haney, Diaz and Conley",http://www.reynolds.org/,Malaysia,Assimilated cohesive model,2010,Ranching,5634
8263,7B831Ff52964fA7,Anthony-Ward,https://lutz.biz/,Chile,Multi-lateral zero administration methodology,2007,Computer Games,2525
8264,CDE3b010C5Af3F0,Benton and Sons,https://krueger-martinez.net/,Madagascar,Right-sized object-oriented application,2013,Medical Practice,5945
8265,cAe9de2F6222b36,"Powers, Mendez and Walters",http://www.mcdonald.net/,Bahrain,Re-contextualized radical task-force,2007,Media Production,8514
8267,4aCB43BE77E9f33,"Spears, Galloway and Braun",https://www.oconnor-hines.com/,Iran,Open-architected system-worthy analyzer,2001,Entertainment / Movie Production,9419
8268,F08B240AE20C1C1,"Landry, Cain and Ortega",https://nichols-cummings.com/,China,Down-sized discrete alliance,2001,Consumer Goods,1827
